morada_ID,MORADA,FREG_2012
1991,Rua Maria Lamas,Benfica
1992,Quinta de São João (Estrada de Monsanto),Benfica
1993,Rua da Ilha do Príncipe,Arroios
1994,Rua de Moçambique,Arroios
1995,Rua do Baixo Limpopo,Olivais
1996,Via Projetada A ao Casal Vistoso,Areeiro
1997,Rua do Instituto Bacteriológico,Arroios
1998,Azinhga das Galinheiras,Santa Clara
1999,Rua Vasco da Gama Rodrigues,Parque das Nações
2000,Rua  Padre Joaquim Alves Correia,Parque das Nações
2001,Avenida Avelino Teixeira ,Marvila
2002,Rua Maria Ribeiro,Lumiar
2003,Rua das Flores de Santa Cruz,Santa Maria Maior
2004,Travessa do Noronha,Santo António
2005,Rua Jacinto Nunes,Penha de França
2006,Rua  Interior Particular,
2007,Rua 1,Avenidas Novas
2008,Largo Professor Arnaldo Sampaio,Campolide
2009,Rua General Leman,Avenidas Novas
2010,Largo das Pimenteiras,Carnide
2011,Rua 8,Campolide
2012,Rua Maria Brown,Carnide
2013,Rua dos Remédios,Santa Maria Maior
2014,Rua Cristóvão Rodrigues Acenheiro,Ajuda
2015,Rua Carlos Ferrão,Ajuda
2016,Rua Carlos Gil,Marvila
2017,Rua Manuel Martins da Hor,Santa Clara
2018,Avenida Glicinia Quartin,Santa Clara
2019,Avenida Gicinia Quartin,Santa Clara
2020,Rua Robalo Gouveia,Areeiro
2021,Escadinhas de Santo Amaro,Alcântara
2022,Rua General Gomes Araújo,Estrela
2023,Rotunda Expo 98,Parque das Nações
2024,Rua do Mar do Norte,Parque das Nações
2025,Rua do Jardim à Estrela,Estrela
2026,Jardim Amélia Carvalheira,Avenidas Novas
2027,Rua Sá Nogueira,Ajuda
2028,Avenida do Santo Condestável,Marvila
2029,Rua dos Fanqueiros,Santa Maria Maior
2030,Rua de Santa Justa,Santa Maria Maior
2031,Travessa do Guarda-Jóias,Ajuda
2032,Travessa do Fala-Só,Santo António
2033,Rua José Osório de Oliveira,Ajuda
2034,Rua santa Susana,Santa Clara
2035,Rua Maia Ataíde,Benfica
2036,Rua Manjacaze,Olivais
2037,Rua Leão de Oliveira,Alcântara
2038,Largo da Oliveirinha,Santo António
2039,Rua Dom João de Castro,Alcântara
2040,Azinhaga da Cidade ,Santa Clara
2041,Largo de Andaluz,Santo António
2042,Travessa do Chão do Loureiro,Santa Maria Maior
2043,Quinta da Paz,Lumiar
2044,Travessa do Tarujo,Campolide
2045,Largo do Chiado,Misericórdia
2046,Travessa da Rabicha,Campolide
2047,Travessa do Colégio,Santa Maria Maior
2048,Rua João Frederico Ludivi,Benfica
2049,Largo Jaime de Carvalho,Olivais
2050,Rua Pinheiro Furtado,Santa Maria Maior
2051,Rua Manuel Costa e Silva,Lumiar
2052,Rua das Chagas,Misericórdia
2053,Travessa da Laranjeira,Misericórdia
2054,Rua das Beatas,São Vicente
2055,Rua dos Poiais de São Bento,Misericórdia
2056,Largo do Convento da Encarnação,Arroios
2057,Largo de São Domingos,Santa Maria Maior
2058,Escadinhas de São Miguel,Santa Maria Maior
2059,Rua José Carlos Sá da Silveira,São Domingos de Benfica
2060,,São Vicente
2061,Rua de Sapadores,São Vicente
2062,Rua Almirante Afonso Cerqueira,Campolide
2063,Rua Manuel Mendes,Parque das Nações
2064,Travessa do Sacramento a ,Estrela
2065,Rua José Saramago,
2066,Beco do Surra,Santa Maria Maior
2067,Rocha Conde de Óbidos,Estrela
2068,Rua 17 do Bairro da Encar,Olivais
2069,Clube Nacional de Natação,Campo de Ourique
2070,Beco dos Armazens do Linho,Santa Maria Maior
2071,Rua Eugénio Salvador,Carnide
2072,Passeio do Levante ,Parque das Nações
2073,Rua Prof Eduardo Cortesão,Lumiar
2074,Lateral Oeste Gare do Ori,Parque das Nações
2075,Rua Tito de Morais,Santa Clara
2076,Rua Nunes Claro,Areeiro
2077,Avenida Frei Miguel Contreras,Alvalade
2078,Rua Ferreira de Chaves,Campolide
2079,Rua Laura Alves,Avenidas Novas
2080,Praça do Oriente,Parque das Nações
2081,Travessa do Possolo,Estrela
2082,Rua do Caribe,Parque das Nações
2083,Largo das Bicas,Parque das Nações
2084,Avenida Machado dos Santo,São Domingos de Benfica
2085,Rua da Bela-Flor,Campolide
2086,Rua Padre Joaquim Alves C,Parque das Nações
2087,Calçada de Santa Catarina,Beato
2088,Rua António Champalimaud,Carnide
2089,Cais do Olival,Parque das Nações
2090,Avenida Avelino Teixeira da Mota ,Marvila
2091,Avenida Avelino Teixeira da Mota,Marvila
2092,Rua Jangada de Pedra,Parque das Nações
2093,Rua Cidade de Nampula,Olivais
2094,Rua Fernanda Alves,Santa Clara
2095,Praça da Viscondessa dos Olivais,Olivais
2096,Passeio das Fragatas,Parque das Nações
2097,Rua Severo Portela,Marvila
2098,Praça Cottinelii Telmo,Olivais
2099,Largo do Limoeiro,Santa Maria Maior
2100,Rua Luis Piçarra,Lumiar
2101,Rua da Guarda Nacional Republicana,Ajuda
2102,Rua das Açucenas,Ajuda
2103,Rua João Lúcio,Alvalade
2104,Rua da Vitória,Santa Maria Maior
2105,Passeio do Adamastor,Parque das Nações
2106,Rua Professor Almeida Lim,Carnide
2107,Rua Vinte e Sete,Olivais
2108,Rua Alfredo Franco,Olivais
2109,Rua Padre Reis Lima,Belém
2110,Alto de Caselas,Belém
2111,Rua da Igreja (Bairro de Caselas),Belém
2112,Rua das Escolas,Olivais
2113,Praça Carlos Ramos,Olivais
2114,Rua da Ilha do Pico,Arroios
2115,Rua Fialho de Almeida,Campolide
2116,Rua Conselheiro Silvestre Ribeiro,Carnide
2117,Largo dos Trigueiros,Santa Maria Maior
2118,Rua Jorge Segurado,Lumiar
2119,Estrada de São Bartolomeu,Santa Clara
2120,Rua 2 do Bairro da Quinta das Pedralvas,Benfica
2121,Rua Luís Cristino da Silva ,
2122,Rua LuísCristino da Silva ,
2123,Rua L uís Cristino da Silva,
2124,Rua Nélson de Barros,Penha de França
2125,Rua de São Bento,Misericórdia
2126,Travessa da Portuguesa,Misericórdia
2127,Rua do Vale de Pereiro,Santo António
2128,Rua do Saco,Arroios
2129,Travessa do Corto Maltese,Parque das Nações
2130,Rua Berta Cardoso,Santa Clara
2131,Avenida 24 de Julho,Estrela
2132,Rua Maria Violante Vieira,Benfica
2133,Estrada do Forte,Benfica
2134,Largo Rodrigues de Freitas,São Vicente
2135,Largo Rodrigues de Freitas,Santa Maria Maior
2136,Travessa do Almada,Santa Maria Maior
2137,Jardim Dr. Mário Soares,Alvalade
2138,Rua Amorim,Marvila
2139,Rua Zófimo Pedroso,Marvila
2140,Travessa de Santos,Estrela
2141,Rua Quinta do Marquês de Abrantes ,Marvila
2142,Rua Quinta do Marquês de Abrantes,Marvila
2143,Praça Cidade de São Salvador,Olivais
2144,Largo das Roseiras,Marvila
2145,Rua Mário Viegas,Parque das Nações
2146,Travessa de São Plácido,Campo de Ourique
2147,Praça de Chinde,Olivais
2148,Largo da Boa-Hora à Ajuda,Ajuda
2149,Largo Coronel Mata Pereira,Beato
2150,Rua António Luís Inácio,Penha de França
2151,Rua José Sarmento,Areeiro
2152,Av. Marechal Gomes da Cos,Olivais
2153,Rua 12,Olivais
2154,Ponte 25 de Abril,Alcântara
2155,Rua Dez,Alcântara
2156,Azinhaga do Pombeiro,Marvila
2157,Rua Quinze,Olivais
2158,Rua de São Miguel,Santa Maria Maior
2159,Rua do Cruzado Osberno,
2160,Escadinhas do Arco de Dona Rosa,São Vicente
2161,Largo do Sequeira,São Vicente
2162,Jardim Quinta de Santo António,Santa Clara
2163,Rua Damasceno Monteiro,São Vicente
2164,Pátio das Pirogas,Parque das Nações
2165,Rua do Rio Vizela,Carnide
2166,Rua do Rio Arade,Carnide
2167,Rua do Rio Minho,Carnide
2168,Rua do Rio Torgal,Carnide
2169,Rua Pedro Cruz,Marvila
2170,Praceta Maestro Ivo Cruz,Benfica
2171,Travessa do Pergoeiro,
2172,Rua Henrique Moutinho,Belém
2173,Avenida Praia da Vitória,Avenidas Novas
2174,Rua da Escola Politécnica,Misericórdia
2175,Pátio do Ministro,Santa Clara
2176,Praceta da Quinta do Guar,Lumiar
2177,Rua Dra Sara Benoliel,Parque das Nações
2178,Avenida do Colégio Milita,Carnide
2179,Rua do Arco da Graça,Santa Maria Maior
2180,Rua Shegundo Galarza,Lumiar
2181,Rua General José Paulo Fernandes,Ajuda
2182,Rua Conselheiro Lopo Vaz,Parque das Nações
2183,Rua Adriana de Vecchi,Lumiar
2184,Impasse à Rua  Sousa Loureiro,São Domingos de Benfica
2185,Eua Armando Ferreira,Santa Clara
2186,Rua dos Quartéis,Ajuda
2187,Largo Ramada Curto,Parque das Nações
2188,Rua da Bela Vista à Lapa,Estrela
2189,Rua Lucina Stegagno Picch,São Domingos de Benfica
2190,Avenida João Paulo VI,Marvila
2191,Praça Afrâneo Peixoto,Areeiro
2192,Rua Machado de Castro,São Vicente
2193,Travessa do Adro,Olivais
2194,Rua das Damas,Santa Maria Maior
2195,Pátio de Dom Fradique,Santa Maria Maior
2196,Calçada Nova de São Francisco,Santa Maria Maior
2197,Rua Basílio Teles ,São Domingos de Benfica
2198,Rua do Benformoso,Santa Maria Maior
2199,Rua Henrique Medidna,Parque das Nações
2200,Rua Aquiles Machado,Beato
2201,Rua João Frederico Ludovi,Benfica
2202,Travessa dos Fornos,Ajuda
2203,Rua Prof. Simões Raposo,Lumiar
2204,Rua do Triângulo Vermelho,Penha de França
2205,Rua João de Castilho,Ajuda
2206,Rua da Macia,Olivais
2207,Rua António Lopes Ribeiro,Lumiar
2208,Avenida Gomes Pereira,Avenidas Novas
2209,Rua Vila Sena ,Olivais
2210,Rua do Salitre,Santo António
2211,Praça de Alvalade,Alvalade
2212,Rua dos Margiochis,Belém
2213,Avenida Infante Dom Henrique,Parque das Nações
2214,Rua Luís Cristino da Silav,
2215,Rua Pedro José Pezerat,Marvila
2216,Rua Luís Cristino da Silv,Marvila
2217,Rua Luís Cristino da Silava,
2218,Rua César de Oliveira ,Lumiar
2219,Av. Rainha Dona Amélia,Lumiar
2220,Rua Nóbrega  e Sousa,Lumiar
2221,Rua Mário Botas ao Parque das Nações,Parque das Nações
2222,Vila Martel,Santo António
2223,Calçada do Forte da Ameixoeira,Santa Clara
2224,Calçada do Forte da Amaix,Santa Clara
2225,Calçada do Forte da Ameix,Santa Clara
2226,Calçada do Forte  da Ameixoeira,Santa Clara
2227,Avdenida Glicínia Quartin,Santa Clara
2228,Rua Ana Castro Osório,Carnide
2229,Avenida Doutor Augusto de,Marvila
2230,Rua Rodrigo Reinel,Belém
2231,Rua Mem de Sá,Alvalade
2232,Rua Silva e Albuquerque,Alvalade
2233,Rua Vice-Almirante August,Olivais
2234,Alameda das Linhas de Torres oposto ao nº 219 A,Lumiar
2235,Rua Doutor João Couto,Benfica
2236,Rua Virgílio Martinho,Carnide
2237,Rua dos Cordoeiros,Misericórdia
2238,Rua Damião de Góis,Belém
2239,Avenida Alfredo Duarte (Marceneiro),Marvila
2240,Rua Aristide de Sousa Men,Carnide
2241,Rua de Santa Bárbara,Arroios
2242,E.B. Rainha Santa Isabel,Campo de Ourique
2243,Rua da Pedreira do Fernandinho,Campolide
2244,Rua do Rio Vez,Carnide
2245,Azinhaga dos Alfinetes,Marvila
2246,Rua de Xabregas,Beato
2247,Rua 2 do Cemitério do Lumiar,Lumiar
2248,Rua 10 do Cemitério do Lumiar,Lumiar
2249,Rua 4 do Cemitério do Lumiar,Lumiar
2250,Rua 3 do Cemitério do Lumiar,Lumiar
2251,Rua 5 do Cemitério do Lumiar,Lumiar
2252,Rua 1 do Cemitério do Lumiar,Lumiar
2253,Rua 7 do Cemitério do Lumiar,Lumiar
2254,Rua 9 do Cemitério do Lumiar,Lumiar
2255,Rua 14 do Cemitério do Lumiar,Lumiar
2256,Rua Fernando Namora 35 B,Lumiar
2257,Rua Melo Antunes nº 2 (Pa,Santa Clara
2258,Largo de Santa Luzia,Santa Maria Maior
2259,Rua Manuel Marques,Lumiar
2260,Rua Rio Guadiana,Carnide
2261,Rua de São João da Mata,Estrela
2262,Rua Fernando Namora lateral nº 34 D,Lumiar
2263,Beco do Paiol,Campo de Ourique
2264,Rua da Penha de França,São Vicente
2265,Rua da Quinta das Conhas,Lumiar
2266,Traseiras da Rua Alberto ,Marvila
2267,Rua da Quinta das Conchas,Lumiar
2268,Largo da Madre Deus,Beato
2269,Rua E do bairro da Boavis,Benfica
2270,Rua do Conselheiro Lopo V,Parque das Nações
2271,Rua Dom José de Bragança,Beato
2272,Rua 1º Cabo José Martins ,Olivais
2273,Avenida Vergílio Ferreira,Marvila
2274,Rua Bernarda Ferreira Lacerda,Alvalade
2275,Praça Baden Powell,Olivais
2276,RUA D - PUAL,Lumiar
2277,Rua 13,Belém
2278,Rua Eng. Caldeira Rodrigues,Alvalade
2279,Rua Neves Costa,Carnide
2280,Rua de São Sebastião da Pedreira,Avenidas Novas
2281,Rua Roberto Duarte da Sil,São Domingos de Benfica
2282,Rua Cidade Carmona,Olivais
2283,Rua General Schiappa Mont,São Domingos de Benfica
2284,Travessa do Patrocínio,Estrela
2285,Rua Tristão Vaz,Belém
2286,Rua Dom Pedro V,Santo António
2287,Rua do Arco da Graça,Arroios
2288,Largo do Rato,Santo António
2289,Alto do Penalva,Santo António
2290,Rua de Santo António da Glória,Santo António
2291,Travessa da Piedade,Misericórdia
2292,Largo Calderon Dinis,Parque das Nações
2293,Rua Sem Nome ao Estacionamento à Estrada da Correia,Carnide
2294,Rua Virgílio Ferreira,Marvila
2295,Largo Professor Arnaldo S,Campolide
2296,Via Paralela à Av. Lusíada,São Domingos de Benfica
2297,Traseiras da Rua Ferreira,Marvila
2298,Traseiras da Rua Ferreira de Castro,Marvila
2299,Estrada de Chelas,Penha de França
2300,Avenida Estados Unidos da,Alvalade
2301,Rua Nova da Trindade,Misericórdia
2302,Não identificadaPasseio do Levante,Parque das Nações
2303,Av. General Roçadas,Penha de França
2304,Estrada do Calhariz de Be,Benfica
2305,Rua Quinta da Graça,Marvila
2306,Largo Manuel Emídio da Silva,São Domingos de Benfica
2307,Rua Sebastião Saraiva Lima,Penha de França
2308,Rua Professor Mira Fernandes,Beato
2309,Rua Dom Luís Coutinho,Beato
2310,Rua 2,Belém
2311,Rua Vitorino Magalhães Godinho,Parque das Nações
2312,Alameda dos Oceanos ,Parque das Nações
2313,Rua das Urcas,Parque das Nações
2314,Rotunda do Principe Perfeito,Parque das Nações
2315,Avenida Avelino Teixeira    ,Marvila
2316,Travessa da Escola Araújo,Arroios
2317,Praça João de Azevedo Cou,Penha de França
2318,Rua Alferes Barrilaro Rua,Olivais
2319,Rua Projetada à Rua do Co,Parque das Nações
2320,Rua do Eufrates,Parque das Nações
2321,Rua Mário Sampaio Ribeiro,Lumiar
2322,Avenida Marechal Francisc,Areeiro
2323,Largo de São Cristóvão,Santa Maria Maior
2324,Rua dos Navegantes,Estrela
2325,Escadinhas de São Cristóvão,Santa Maria Maior
2326,Sítio do Barcal,São Domingos de Benfica
2327,Avenida da Peregrinação,Parque das Nações
2328,Rua Alves Gouveia,Olivais
2329,Rua Maria Margarida ,Lumiar
2330,Rua Doutor Henrique Marti,Lumiar
2331,Rua José António Lopes,Beato
2332,Rua Celestino Alves,Beato
2333,Rua Dinah Silveira de Queiroz,Marvila
2334,Rua Pereira Henriques,Marvila
2335,Rua Garcia de Resende tra,Lumiar
2336,Rua João Graça Barreto,Marvila
2337,Av. Gen. Norton de Matos,São Domingos de Benfica
2338,Rua Ruben Cunha,Lumiar
2339,Rua Brito Aranha,Avenidas Novas
2340,Passeio dos Mastros,Parque das Nações
2341,Rua Augusto Macedo,Carnide
2342,Rua Augusto de Macedo,Carnide
2343,Rua Merlvin Jones,São Domingos de Benfica
2344,Avenida Machado Santos,São Domingos de Benfica
2345,Rua Duarte Lopes,Marvila
2346,Rua de Vila Fontes,Olivais
2347,Agostinho Neto,Lumiar
2348,Rua Agostinho Nerto,Lumiar
2349,Estrada de Queluz,Ajuda
2350,Jardim Maria da Luz Ponce,Santa Clara
2351,Parque Eduardo VII de Ing,Avenidas Novas
2352,Rua das Acácias,Benfica
2353,Jardim Nove de Abril,Estrela
2354,Rua Nova do Calhariz,Ajuda
2355,Travessa D. Pedro de Menezes,Santa Maria Maior
2356,Rua b Alberto de Oliveira,Alvalade
2357,Rua Bento Gonçalves,Marvila
2358,Rua Prof. Lima Basto,São Domingos de Benfica
2359,Rua Pofessor Lima Basto,São Domingos de Benfica
2360,Estrada das Laranjeiras,São Domingos de Benfica
2361,Avenida Óscar Monteiro Torres,Parque das Nações
2362,Rua Projectada,Campolide
2363,Travessa do Barbosa,Campo de Ourique
2364,Rua Manuel da Silva Leal,São Domingos de Benfica
2365,Rua F1 à Urb. Quinta dos Alcoutins,Lumiar
2366,Pátio do Tijolo,Misericórdia
2367,Rua Conde Ficalho,Alvalade
2368,Rua Duarte Vidal,Lumiar
2369,Rua António Alçada Baptista,São Domingos de Benfica
2370,Rua António Alçada Baptis,São Domingos de Benfica
2371,Avenida Eusébio da Silva Ferreira,São Domingos de Benfica
2372,Rua Prof. Manuel Cavaleiro de Ferreira,Lumiar
2373,Passeio da Nau Catrineta,Parque das Nações
2374,Passeio dos Aventureiros,Parque das Nações
2375,Rua Eng. Cunha Leal,Marvila
2376,Travessa das Águas-Boas,São Domingos de Benfica
2377,Rua das Calvanas,Santa Clara
2378,Rua Lino de Carvalho,Santa Clara
2379,Travessa das Zebras,Belém
2380,Largo da Penha de França,Penha de França
2381,Rua Ernesto da Silva,Benfica
2382,Rua Alberto José Pessoa,Marvila
2383,Rua Três à Rua João de Castilho,Ajuda
2384,Rua Xavier Cordeiro,Areeiro
2385,Rua Blasco Hugo Fernandes,Santa Clara
2386,Rua Eng. Rodrigues de Carvalho,Marvila
2387,Rua do Rio das Pérolas,Parque das Nações
2388,Rua Carlos Amaro,Santa Clara
2389,Azinhgad da Cidade,Santa Clara
2390,Calçada de Santana,Arroios
2391,Largo Agostinho da Silva,Santo António
2392,Rua de São Pedro de Alcântara,Lumiar
2393,Alto do Longo,Misericórdia
2394,Avenida Duque d' Ávila,Avenidas Novas
2395,Avenida Dr Arlindo Vicente,Marvila
2396,Traseiras da  Rua Ferreir,Marvila
2397,Praça do Príncipe Real,
2398,Rua Tomás da Anunciação,Campo de Ourique
2399,Interface  do Campo Grand,Lumiar
2400,Rua Melo Antunes nº 2 (Parq. Inf.),Santa Clara
2401,Rua Teófilo Carvalho dos Santos,Lumiar
2402,Rua Vinte e Nove,Olivais
2403,Rua Sete,Olivais
2404,Rua Virgínia Quaresma,Belém
2405,Largo Américo Rosa Guimarães,Olivais
2406,Avenida Doutor Alfredo Bensaúde,Parque das Nações
